Specimen|Name|Speed|odds|dna|Life|incubMin|atk1|atk1p|atk2|atk2p|bank|unlockattack|Type|reciper|abilities|abilityPct1|abilityPct2|orbSlots
Specimen_FE_08| Majin Zam|290|20| FE|1932|60| 640| 961| 640| 961|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_08x[A-F][A-F]_*+FE_08x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_FF_08| Firestorm|160|20| FF|1640|60| 425| 640| 245:AOE| 368:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_08x[A-F][A-F]_*+FF_08x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_A_08| No Name|300|20| A|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_08| No Name|300|20| B|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_C_08| No Name|300|20| C|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_08| No Name|300|20| D|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_08| No Name|300|20| E|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_F_08| No Name|300|20| F|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AA_09| H.U.N.T.3.R|130|20| AA|1938|60| 453| 679| 260:AOE| 391:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_09x[A-F][A-F]_*+AA_09x[A-F]_*| 1:ability_shield;2:ability_shield_plus|10|15| n;n;s
Specimen_AB_09| Grumpy Claus|230|0| AB|3760|60| 1119| 1679| 1119| 1679|42| 1:1:a;2:5:b;2p:15:b;1p:10:a| SEASONAL| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AC_09| Optimus Zord|160|20| AC|1761|60| 310| 567| 310| 567|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| LEGEND| AC_09x[A-F][A-F]_*+AC_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_AD_09| Carcinus Gigas|190|20| AD|2569|60| 583| 873| 583| 873|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_09x[A-F][A-F]_*+AD_09x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|35| n;n;s
Specimen_AE_09| Centaurus|190|20| AE|2383|60| 443| 741| 443| 741|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| AE_09x[A-F][A-F]_*+AE_09x[A-F]_*| 1:ability_shield;2:ability_shield_plus|22|40| n;n;s
Specimen_AF_09| Steam Warlord|225|20| AF|2415|60| 606| 906| 606| 906|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| HEROIC| AF_09x[A-F][A-F]_*+AF_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-30|-45| n;n;n;s
Specimen_BA_09| Excavalypse|300|20| BA|2312|60| 814| 1221| 814| 1221|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_09x[A-F][A-F]_*+BA_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|48| n;n;s
Specimen_BB_09| Frankenhuahua|110|20| BB|1571|60| 344| 515| 148:AOE| 296:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_09x[A-F][A-F]_*+BB_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|60| n;n;s
Specimen_BC_09| The Collector|260|20| BC|2138|60| 675| 1012| 675| 1012|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_09x[A-F][A-F]_*+BC_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|48| n;n;s
Specimen_BD_09| Hellmaw|140|20| BD|1499|60| 282| 453| 282| 453|42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_09x[A-F][A-F]_*+BD_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-50| n;n;s
Specimen_BE_09| Pyrothrope|220|20| BE|1924|60| 529| 863| 529| 863|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_09x[A-F][A-F]_*+BE_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-25| n;n;s
Specimen_BF_09| Calaca|270|0| BF|4348|60| 1469| 2204| 1469| 2204|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus|35|50| n;n;s
Specimen_CA_09| Big Bo$$|290|0| CA|4157|60| 1515| 2273| 1515| 2273|300| 1:1:c;2:5:a;2p:15:a;1p:10:c| CAPTAINPEACE| CA_09x[A-F][A-F]_*+CA_09x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_CB_09| Jane Saw|240|20| CB|2174|60| 617| 926| 617| 926|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_09x[A-F][A-F]_*+CB_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|45| n;n;s
Specimen_CC_09| Lancelot|180|20| CC|1650|60| 954| 1431| 358:AOE| 715:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_09x[A-F][A-F]_*+CC_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-35| n;n;s
Specimen_CD_09| Mon-Key Crew|150|20| CD|1471|60| 341| 897| 341| 897|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_09x[A-F][A-F]_*+CD_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-12|-23| n;n;s
Specimen_CE_09| Tsar Bomba|230|20| CE|1867|60| 608| 911| 608| 911|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| CE_09x[A-F][A-F]_*+CE_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-40| n;n;s
Specimen_CF_09| The Keymaster|280|20| CF|1860|60| 698| 1040| 698| 1040|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_09x[A-F][A-F]_*+CF_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_DA_09| Sound Killah|290|0| DA|2136|60| 1358| 2009| 1358| 2009|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| GACHA| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_DB_09| Horax|260|20| DB|2028|60| 673| 1010| 673| 1010|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_09x[A-F][A-F]_*+DB_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_DC_09| Master Shinzo|120|20| DC|1563|60| 269| 406| 269| 406|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_09x[A-F][A-F]_*+DC_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_DD_09| Mister T-Ger|130|20| DD|1754|60| 329| 493| 195:AOE| 296:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| PVP| DD_09x[A-F][A-F]_*+DD_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_DE_09| Zigmo|120|20| DE|1467|60| 219| 329| 219| 329|42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_09x[A-F][A-F]_*+DE_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-55| n;n;s
Specimen_DF_09| Quetzalcoatl|200|20| DF|1746|60| 437| 657| 437| 657|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_09x[A-F][A-F]_*+DF_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-50| n;n;s
Specimen_EA_09| Captain Gorn|170|20| EA|1836|60| 400| 600| 400| 600|42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_09x[A-F][A-F]_*+EA_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-50| n;n;s
Specimen_EB_09| Queen Sylvidra|280|20| EB|2302|60| 699| 1148| 699| 1148|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| HEROIC| EB_09x[A-F][A-F]_*+EB_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus|40|60| n;n;n;s
Specimen_EC_09| Shieldcalibur|210|20| EC|2011|60| 519| 780| 519| 780|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_09x[A-F][A-F]_*+EC_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-40| n;n;s
Specimen_ED_09| Rox McRain|120|20| ED|1397|60| 264| 396| 264| 396|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_09x[A-F][A-F]_*+ED_09x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EE_09| Megastral|280|20| EE|2539|60| 900| 1351| 451:AOE| 675:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_09x[A-F][A-F]_*+EE_09x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EF_09| Mage Ryzafredd|240|20| EF|1864|60| 590| 884| 590| 884|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_09x[A-F][A-F]_*+EF_09x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_FA_09| Zenguru|200|20| FA|1785|60| 484| 727| 484| 727|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_09x[A-F][A-F]_*+FA_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_FB_09| Hadeath|240|20| FB|2297|60| 689| 1035| 689| 1035|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_09x[A-F][A-F]_*+FB_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_FC_09| Gorthaur the Cruel|300|0| FC|1937|60| 1291| 1937| 1291| 1937|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| GACHA| | 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_FD_09| Draco Mage|250|20| FD|1752|60| 579| 870| 579| 870|42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_09x[A-F][A-F]_*+FD_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_FE_09| Xeleroth|290|20| FE|2145|60| 769| 1153| 769| 1153|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_09x[A-F][A-F]_*+FE_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_FF_09| Liquidator|215|20| FF|2279|60| 669| 1123| 384:AOE| 575:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_09x[A-F][A-F]_*+FF_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_A_09| No Name|300|20| A|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_09| No Name|300|20| B|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_C_09| No Name|300|20| C|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_09| No Name|300|20| D|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_09| No Name|300|20| E|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_F_09| No Name|300|20| F|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AA_10| ED-404|250|20| AA|2888|60| 950| 1425| 554:AOE| 841:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_10x[A-F][A-F]_*+AA_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AB_10| S-K-Venger|290|20| AB|2125|60| 890| 1395| 890| 1395|42| 1:1:a;2:5:b;2p:15:b;1p:10:a| LEGEND| AB_10x[A-F][A-F]_*+AB_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus|22|35| n;n;s
Specimen_AC_10| Sergeant Dusk|200|20| AC|1814|60| 786| 1287| 786| 1287|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| HEROIC| AC_10x[A-F][A-F]_*+AC_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-25|-40| n;n;n;s
Specimen_AD_10| Hippopotank|290|20| AD|2477|60| 820| 1229| 820| 1229|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_10x[A-F][A-F]_*+AD_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_AE_10| Akai-Bot|200|0| AE|4200|60| 1041| 1562| 1041| 1562|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|30|45| n;n;s
Specimen_AF_10| El Veneno|180|20| AF|1733|60| 399| 622| 399| 622|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_10x[A-F][A-F]_*+AF_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|35| n;n;s
Specimen_BA_10| Hellsaw|245|20| BA|2585|60| 732| 1098| 732| 1098|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_10x[A-F][A-F]_*+BA_10x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|55| n;n;s
Specimen_BB_10| T-3rr0r|170|20| BB|2840|60| 440| 691| 253:AOE| 404:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_10x[A-F][A-F]_*+BB_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_BC_10| King Lulu|290|20| BC|1981|60| 1113| 1644| 1113| 1644|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| HEROIC| BC_10x[A-F][A-F]_*+BC_10x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|40| n;n;n;s
Specimen_BD_10| Waryena|290|20| BD|2222|60| 806| 1210| 806| 1210|42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_10x[A-F][A-F]_*+BD_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_BE_10| Overkill|290|20| BE|2208|60| 924| 1386| 924| 1386|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_10x[A-F][A-F]_*+BE_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|25|37| n;n;s
Specimen_BF_10| The Undertaker|300|0| BF|2657|60| 951| 1426| 951| 1426|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| GACHA| | 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_CA_10| Altaris|300|20| CA|2315|60| 1238| 1907| 1238| 1907|42| 1:1:c;2:5:a;2p:15:a;1p:10:c| HEROIC| CA_10x[A-F][A-F]_*+CA_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|35| n;n;n;s
Specimen_CB_10| Frankendwarf|260|20| CB|2169|60| 720| 1080| 720| 1080|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_10x[A-F][A-F]_*+CB_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_CC_10| Urgan|260|20| CC|2406|60| 1126| 1599| 569:AOE| 853:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_10x[A-F][A-F]_*+CC_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-20| n;n;s
Specimen_CD_10| Men'ki Guard|110|20| CD|1350|60| 405| 607| 405| 607|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_10x[A-F][A-F]_*+CD_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-25|-60| n;n;s
Specimen_CE_10| Captain Achabe|130|0| CE|3550|60| 667| 1130| 667| 1130|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus|-13|-20| n;n;s
Specimen_CF_10| Arelvam|120|20| CF|1977|60| 305| 456| 305| 456|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_10x[A-F][A-F]_*+CF_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-30| n;n;s
Specimen_DA_10| Hawkeye|140|20| DA|1408|60| 334| 643| 334| 643|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_10x[A-F][A-F]_*+DA_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-45| n;n;s
Specimen_DB_10| Buffalor|280|20| DB|2030|60| 923| 1417| 923| 1417|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_10x[A-F][A-F]_*+DB_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_DC_10| Krampus|220|20| DC|2111|60| 624| 935| 624| 935|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_10x[A-F][A-F]_*+DC_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-40| n;n;s
Specimen_DD_10| Kameo|120|20| DD|1710|60| 416| 628| 245:AOE| 374:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_10x[A-F][A-F]_*+DD_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-45| n;n;s
Specimen_DE_10| Mad Mike|160|20| DE|1591|60| 611| 917| 611| 917|42| 1:1:d;2:5:e;2p:15:e;1p:10:d| HEROIC| DE_10x[A-F][A-F]_*+DE_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-25|-45| n;n;n;s
Specimen_DF_10| Gwenn|150|20| DF|1847|60| 353| 532| 353| 532|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_10x[A-F][A-F]_*+DF_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|32| n;n;s
Specimen_EA_10| Space Surfer|260|0| EA|4455|60| 1638| 2407| 1638| 2407|42| 1:1:e;2:5:a;2p:15:a;1p:10:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|13|20| n;n;s
Specimen_EB_10| Gakarian|155|20| EB|1939|60| 458| 717| 458| 717|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_10x[A-F][A-F]_*+EB_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EC_10| Gamallia|200|20| EC|1385|60| 660| 1005| 660| 1005|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_10x[A-F][A-F]_*+EC_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|32| n;n;s
Specimen_ED_10| Angry Pork|230|20| ED|1977|60| 566| 954| 566| 954|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_10x[A-F][A-F]_*+ED_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|40| n;n;s
Specimen_EE_10| Extra Terrorcycle|140|20| EE|2125|60| 469| 703| 270:AOE| 404:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_10x[A-F][A-F]_*+EE_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-28|-42| n;n;s
Specimen_EF_10| Divastator|150|20| EF|1555|60| 336| 520| 336| 520|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_10x[A-F][A-F]_*+EF_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-30|-50| n;n;s
Specimen_FA_10| Mimi Timebender|90|20| FA|983|60| 398| 547| 398| 547|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_10x[A-F][A-F]_*+FA_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-10|-20| n;n;s
Specimen_FB_10| Yggdrasil|260|20| FB|2617|60| 746| 1155| 746| 1155|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| HEROIC| FB_10x[A-F][A-F]_*+FB_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;n;s
Specimen_FC_10| Hephaestus|260|20| FC|2114|60| 698| 1049| 698| 1049|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_10x[A-F][A-F]_*+FC_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_FD_10| Master Paw|290|0| FD|3683|60| 1342| 2016| 1342| 2016|42| 1:1:f;2:5:d;2p:15:d;1p:10:f| COMMUNITY| | 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_FE_10| Bahamut|150|20| FE|1707|60| 361| 543| 361| 543|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_10x[A-F][A-F]_*+FE_10x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|45| n;n;s
Specimen_FF_10| Bregbeam|300|20| FF|3250|60| 1139| 1708| 575:AOE| 863:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_10x[A-F][A-F]_*+FF_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_A_10| No Name|300|20| A|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_10| No Name|300|20| B|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_C_10| No Name|300|20| C|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_10| No Name|300|20| D|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_10| No Name|300|20| E|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_F_10| No Name|300|20| F|1130|60| 312| 468| 342:AOE| 513:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AA_11| TriAD|100|20| AA|1191|60| 275| 398| 145:AOE| 355:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_11x[A-F][A-F]_*+AA_11x[A-F]_*| 1:ability_shield;2:ability_shield_plus|50|95| n;n;s
Specimen_AB_11| Enviro Mk III|170|20| AB|2026|60| 516| 774| 339:AOE| 498:AOE|42| 1:1:a;2:5:b;1p:10:a;2p:15:b| LEGEND| AB_11x[A-F][A-F]_*+AB_11x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-25|-25| n;n;s
Specimen_AC_11| Spin Fury|95|20| AC|855|60| 378| 584| 378| 584|42| 1:1:a;2:5:c;1p:10:a;2p:15:c| HEROIC| AC_11x[A-F][A-F]_*+AC_11x[A-F]_*| 1:ability_shield;2:ability_shield_plus|15|20| n;n;n;s
Specimen_AD_11| Hatching Mecharachnidian|125|0| AD|2951|60| 605| 605:AOE| 701| 1052|42| 1:1:a;2:5:d;1p:10:a;2p:15:d| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-10|-40| n;n;s
Specimen_AE_11| Mix0-Logist|190|20| AE|2172|60| 735| 1480| 735| 735:AOE|42| 1:1:a;2:5:e;1p:10:a;2p:15:e| LEGEND| AE_11x[A-F][A-F]_*+AE_11x[A-F]_*| 1:ability_regen;2:ability_regen_plus|12|33| n;n;s
Specimen_AF_11| Heimdall|130|0| AF|3321|60| 900| 1380| 900| 1380|42| 1:1:a;2:5:f;1p:10:a;2p:15:f| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus|16|28| n;n;s
Specimen_BA_11| Roadmaster|165|20| BA|2689|60| 225:AOE| 458:AOE| 392| 788|42| 1:1:a;2:5:b;1p:10:a;2p:15:b| LEGEND| BA_11x[A-F][A-F]_*+BA_11x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-10|-22| n;n;s
Specimen_BB_11| The Forgotten One|220|0| BB|5480|60| 1036| 1544| 613:AOE| 959:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus|38|55| n;n;s
Specimen_BC_11| Ragefang|80|20| BC|2367|60| 202| 303| 202| 303|42| 1:1:b;2:5:c;1p:10:b;2p:15:c| LEGEND| BC_11x[A-F][A-F]_*+BC_11x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-5|-10| n;n;s
Specimen_BD_11| Cooktouille|250|20| BD|1920|60| 720| 1080| 720| 1080|42| 1:1:b;2:5:d;1p:10:b;2p:15:d| LEGEND| BD_11x[A-F][A-F]_*+BD_11x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-24|-41| n;n;s
Specimen_BE_11| Oculys|250|20| BE|2171|60| 1113| 1669| 1113| 1669|42| 1:1:b;2:5:e;1p:10:b;2p:15:e| LEGEND| BE_11x[A-F][A-F]_*+BE_11x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-35| n;n;s
