Specimen| Name| spX100| odds| dna| lifePoint| incubMin| atk1| atk1p| atk2| atk2p| bank| unlockAttack| type| recipes| abilities| abilityPct1| abilityPct2| orbSlots| Attack1p_name| Attack2p_name| Description
Specimen_EC_13| Hekatoncheiros| 295| 20| EC| 2425| 60| 1078| 1842| 1078| 1842| 42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| EC_13x[A-F][A-F]_*+EC_13x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -20| -35| n;n;s| Hekaton Punch| Infinite Eyes| Could certain Greek myths have been based on the existence of multi-headed extraterrestrial creatures? This is the hypothesis that the creators of this mutant seem to be defending, from their Sparta-based laboratory.
Specimen_ED_13| Medinosaur| 160| 20| ED| 1675| 60| 1023| 1511| 1023| 1511| 42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_13x[A-F][A-F]_*+ED_13x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -15| -30| n;n;s| Space Emergency| Reptilian Brain| A highly intelligent dinosaur from a reptilian civilization that found its way to the stars before the collapse of the dinosaur civilization following the Chicxulub meteor, regenerated via particularly well-preserved fossil samples. There is an ethical debate among many researchers as to whether he should be preserved from the arenas because of his intellect. However, his fits of anger and violence have prompted the scientific community to suspend their examination of the debate.
Specimen_EE_13| Orbital Nexus| 255| 20| EE| 2566| 60| 1184| 1661| 821:AOE| 1234:AOE| 42| 1:1:e;2:5:e;1p:10:e;2p:15:e| HEROIC| EE_13x[A-F][A-F]_*+EE_13x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 32| 48| n;n;n;s| Reflector Beam| Orbital Collide| Lost in orbit during missions dedicated to research and satellite installation, this astronaut was modified by the interaction between cosmic rays and the Van Allen belts. He has mastered gravity and satellite-related technologies, and can now cause satellites to crash onto his enemies at will!
Specimen_EF_13| Achernar| 165| 20| EF| 1873| 60| 411:AOE| 766:AOE| 822| 1391| 42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_13x[A-F][A-F]_*+EF_13x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 12| 30| n;n;s| Crop Circles| Outerspell| This creature from a distant star system seems to communicate only through lights and geometric shapes. Part of the scientific community is working to decipher its messages, while some fear to learn its real content... It could turn out to be much more hostile than we think...
Specimen_FA_13| Boreal Helix| 175| 0| FA| 2853| 60| 829| 1138| 560:AOE| 844:AOE| 42| 1:1:a;2:5:f;2p:15:f;1p:10:a| SEASONAL| | 1:ability_slash;2:ability_slash_plus| -24| -60| n;n;s| Bladed Fan| Freezing Snowstorm| This mutant was discovered by Darwin while he was doing research on a magnetic anomaly near Genetic City. This mutant seems drawn to strong storms, and can control the storms' movement and intensity. Don't forget to wear a big sweater if you plan to use it in the arena.
Specimen_FB_13| Candlelight| 250| 20| FB| 2043| 60| 741:AOE| 1145:AOE| 741:AOE| 1145:AOE| 42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_13x[A-F][A-F]_*+FB_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 30| 40| n;n;s| Flying Embers| Wax Coating| This horrible creature was born from the fusion of souls contained in the flames of multiple candlesticks and candelabras, after multiple mystical experiments seeking to bind souls from the beyond to physical objects. Deformed and in a constant state of pain, he attacks by projecting wax or embers towards his enemies.
Specimen_FC_13| Avalon King| 280| 20| FC| 2084| 60| 885| 1844| 885| 1844| 42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_13x[A-F][A-F]_*+FC_13x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 25| 35| n;n;s| Avalonian Power| Excalibur| Following research in medieval chapels not far from Westminster, scientists found an ancient crown containing fragments of its wearer's DNA. A few experiments later, a mutant with abilities akin to the most famous of the Knights of the Round Table was ready for the arena.
Specimen_FD_13| Tezcatlipoca| 225| 0| FD| 2599| 60| 773:AOE| 1474:AOE| 1531| 2547| 42| 1:1:f;2:5:d;2p:15:d;1p:10:f| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus| -40| -60| n;n;s| Black Mirror| Ritual Sacrifice| An avatar of the evil jaguar god of night and darkness. Holding his obsidian mirror, he could become a symbol for the end of the world...
Specimen_FE_13| Vivaldi| 160| 0| FE| 2955| 120| 643:AOE| 1045:AOE| 643:AOE| 1045:AOE| 42| 1:1:f;2:5:e;2p:15:e;1p:10:f| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus| 20| 30| n;n;s| Allegro| Terraformaseason| Developed as part of a new mutant generation, dedicated to exploring and colonizing the space beyond the solar system, this mutant expressed its passion for music in addition to its terraforming abilities. It's able to take advantage of the differences in atmospheric characteristics to make its music change and adapt its terraforming methods.
Specimen_FF_13| Sakuraboshi| 220| 20| FF| 1948| 60| 814| 1421| 581:AOE| 1134:AOE| 42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_13x[A-F][A-F]_*+FF_13x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -40| n;n;s| Pacifism| Zen Garden| Born of a long tradition of pacifist monks, this human-like mutant is actually an incarnation of the cherry blossom kami, marking the beginning of spring in the land of the rising sun. He will never fight directly, and always prefers the refusal of direct confrontation. Which seems to harm the other mutants created for combat...
Specimen_A_13| Asimov| 120| 20| A| 967| 90| 510| 765| 442:AOE| 665:AOE| 42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| HEROIC| A_13x[A-F][A-F]_*+A_13x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 10| 35| n;n;n;s| Zeroth Law| Break the Laws| This robot, created following the famous Laws of Robotics, has proven to be too dangerous to keep its standard abilities, allowing him to interact with humans. Indeed, its ability to interpretate the Zeroth Law led it to overreact facing minor risks, and in that sense, cause numerous victims.
Specimen_B_13| GAR, Zombie Sovereign| 270| 20| B| 3625| 90| 807| 1311| 574:AOE| 886:AOE| 42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| HEROIC| B_13x[A-F][A-F]_*+B_13x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 35| 50| n;n;n;s| Flight of the Living Dead| Dead of the Unliving Night| This extremely powerful zombie is the result of a fundamental research on mutagenic viruses, followed by a pseudo-natural evolution following battles against a series of famous zombie killers. The battles this mutant was exposed to brought it so close to destruction that its regeneration ability has drastically improved. It installed its throne in an abandoned mall, in the middle of a desert.
Specimen_C_13| D'Arathomis| 160| 20| C| 1794| 90| 752| 1254| 836| 836:AOE| 42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| HEROIC| C_13x[A-F][A-F]_*+C_13x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -20| n;n;n;s| Royal Fencing| Blunderbuss!!| Planning for a worldwide historical broadcast, a group of French scientists tried to create the best mutant equivalent to a French musketeer from the 17th century. They managed to take advantage to acquire DNA fragments from real, long-dead royal musketeers, and combined the genes governing learning ability, loyalty and martial skill, to create the ULTIMATE musketeer mutant !
Specimen_D_13| Sasquatch| 260| 20| D| 1988| 90| 993| 1493| 633:AOE| 896:AOE| 42| 1:1:neutre;2:5:d;1p:10:neutre;2p:15:d| HEROIC| D_13x[A-F][A-F]_*+D_13x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -25| -50| n;n;n;s| Simian Ambush| Primate Combo| The first mutant ever? Highly unprobable, but this forestbound cryptid, discovered in North American forests implies there might existe numerous natural mutants on Earth... If we search thouroughly. /n/n [Redacted]'s research diary.
Specimen_E_13| Stargazer| 180| 20| E| 1585| 90| 833| 1454| 541:AOE| 833:AOE| 42| 1:1:e;2:5:e;1p:10:e;2p:15:e| HEROIC| E_13x[A-F][A-F]_*+E_13x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;n;s| Stardust| Stellar Wind| A star-born creature, this mutant has been discovered when DNA strands have been recovered while doing research on an interstellar comet.
Specimen_F_13| Väinämöinen| 150| 20| F| 1713| 90| 533| 799| 266:AOE| 399:AOE| 42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| HEROIC| F_13x[A-F][A-F]_*+F_13x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -30| -60| n;n;n;s| Call the Storm| Voice of the Stars| This old man with the long beard may not look like much at first glance, but he is an absolute master of kantele and mystical songs. Initially lulled by the poetic and magical songs on his own journey, he has carried on the tradition, ensuring that the musical mysticism lives on in the fjords of the far north. Beware if you challenge him to a singing duel, for he will not do you any favors, and may well hurt you if your voice is not up to par.
Specimen_AA_99| A00-C0R3-C0NTR0L| 200| 0| AA| 4621| 60| 1240| 1861| 752:AOE| 1022:AOE| 42| 1:1:a;2:5:a;1p:10:a;2p:15:a| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus| 25| 55| n;n;s| Wireframe Cutter| Polygonal Crush| This artificial intelligence, initially developed as a control system for A027441 central matrix, has become sentient, due to A027441's multiple interactions in the arena. It then wished to further discover the world, provoking multiple catastrophies as a result.
Specimen_AB_99| Battle Simulacrum| 285| 0| AB| 5864| 60| 1000| 1421:AOE| 635:AOE| 1421:AOE| 42| 1:1:a;2:5:b;2p:15:b;1p:10:a| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 15| 45| n;n;s| Eradication Sphere| Necrotic Wave| An organo-mechanic creature from a distant universe. It seems the genetic data for that creature have been retrieved during an energy transfer through dimensional portals.
Specimen_AC_99| No Name| 200| 20| AC| 1130| 60| 312| 468| 312| 468| 42| 1:1:a;2:5:c;2p:15:c;1p:10:a| LEGEND| AC_99x[A-F][A-F]_*+AC_99x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_AD_99| No Name| 200| 20| AD| 1130| 60| 312| 468| 312| 468| 42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_99x[A-F][A-F]_*+AD_99x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_AE_99| Randonymous| 170| 0| AE| 3566| 60| 1248| 2324| 1248| 1489:AOE| 43| 1:1:a;2:5:e;2p:15:e;1p:10:a| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 32| n;n;s| Shapeshift| Rorschach Ink| This strange, shape-shifting creature was created to sow discord during Mutenstein's political rally. Despite its ability to change shape based on photos, all its copies contain subtle errors, virtually undetectable except to the trained eye. Probably because her copying system is based on an AI model created in a dimension where beings have fewer fingers...
Specimen_AF_99| A027441| 310| 20| AF| 2500| 60| 780| 1170| 780| 1170| 42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_99x[A-F][A-F]_*+AF_99x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Replication| Sphérical hit| A027441 is not a human creation. It is an artificial intelligence that wanted to incarnate in the real world. After complex calculations to optimize the space and the necessary energy, it created this avatar by taking control of a chain of production ... which no one has any news ...
Specimen_BA_99| No Name| 200| 20| BA| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_99x[A-F][A-F]_*+BA_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BB_99| No Name| 200| 20| BB| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_99x[A-F][A-F]_*+BB_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BC_99| No Name| 200| 20| BC| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_99x[A-F][A-F]_*+BC_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BD_99| Tengu| 230| 20| BD| 1977| 60| 491| 737| 491| 737| 42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_99x[A-F][A-F]_*+BD_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -40| -60| n;n;s| Ch'i Blast| Sky Punishment| Psy Captain, your sponsors have been really impressed by your will! Breeding all of these mutants has not been an easy adventure! Darwin is proud to offer you one of the most unique and his favorite specimen: Tengu! This demon has an infinite knowledge of the martial arts and is also the protective spirit of the arena. Your enemies will learn to fear its destructive combo!
Specimen_BE_99| No Name| 200| 20| BE| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_99x[A-F][A-F]_*+BE_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BF_99| No Name| 200| 20| BF| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_99x[A-F][A-F]_*+BF_99x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_CA_99| Awakened Missy| 195| 0| CA| 2512| 60| 1200| 2421| 1200| 2421| 42| 1:1:a;2:5:e;2p:15:e;1p:10:a| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 10| 15| n;n;s| ATK-077 Protocol| Psychic Alienation| After her last vacation, Missy was "activated" by Mutenstein, who took the opportunity to grant her new talents and equipment. He probably intends to use this new form of Missy as a tool to control public opinion and to spread his eugenicist theses on the world... Fortunately, Missy was able to regain a more human appearance and limit her destructive abilities to acceptable values. This mutant has cyber and galactic attacks.
Specimen_CB_99| No Name| 200| 20| CB| 1130| 60| 312| 468| 312| 468| 42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_99x[A-F][A-F]_*+CB_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_CC_99| No Name| 200| 20| CC| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_99x[A-F][A-F]_*+CC_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_CD_99| No Name| 200| 20| CD| 1130| 60| 312| 468| 312| 468| 42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_99x[A-F][A-F]_*+CD_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_CE_99| Kolossus| 285| 0| CE| 5780| 60| 1672| 2508| 1672| 2508| 42| 1:1:c;2:5:e;2p:15:e;1p:10:c| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus| -8| -12| n;n;s| Astral Sword| Laser Sword| Kolossus is one of the most powerful of all mutants. In a world of peace, his appetite for war is now seated in the arena.
Specimen_CF_99| True Hero Reed| 245| 0| CF| 3597| 60| 855:AOE| 1349:AOE| 855:AOE| 1349:AOE| 50| 1:1:c;2:5:f;2p:15:f;1p:10:c| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus| -20| -35| n;n;s| News Flash| Heroic Justice| Driven by a mixture of admiration, jealousy, wonder and resentment of the Psy-Captains, Reed set out to become the story's one and only hero, altering reality with complex alien devices. How did he manage to make them work so fast? Reed may be vain, but he's no less brilliant... Provided he has a real goal in mind.
Specimen_DA_99| No Name| 079| 20| DA| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_99x[A-F][A-F]_*+DA_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DB_99| No Name| 200| 20| DB| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_99x[A-F][A-F]_*+DB_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DC_99| No Name| 200| 20| DC| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_99x[A-F][A-F]_*+DC_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DD_99| No Name| 200| 20| DD| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_99x[A-F][A-F]_*+DD_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DE_99| No Name| 200| 20| DE| 1130| 60| 312| 468| 312| 468| 42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_99x[A-F][A-F]_*+DE_99x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_DF_99| Genimal| 100| 0| DF| 2542| 60| 370| 631| 370| 631| 42| 1:1:d;2:5:f;2p:15:f;1p:10:d| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus| -20| -35| n;n;s| Bats| Crystal of might| Genimal, gotta kill them all\nIts you and me, I know it’s my destiny\nGenimal, oh, you're my best treat\nIn a world we must defeat!
Specimen_EA_99| Celsius Thermoid| 235| 0| EA| 4755| 60| 984:AOE| 2004:AOE| 984:AOE| 2004:AOE| 105| 1:1:e;2:10:a;2p:50:a;1p:30:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 45| n;n;s| Fahrenheit Flare| CryoKelvin Blast| This exclusive mutant has been created especially for the 20th anniversary of Celsius Online. Its characteristic green color appears when it is in its normal state, and changes to orange or blue when it is about to attack with its thermal attacks.
Specimen_EB_99| Diablo| 300| 0| EB| 3874| 60| 1594| 2394| 1594| 2394| 42| 1:1:e;2:5:b;2p:15:b;1p:10:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Demonic Sting| Hell's Take Down| Imprisoned for 200 years in a soulstone, Diablo was released in Genetic City by Urban, with the sole purpose of causing chaos. However, the forces that Urban unleashed were far more dangerous than he had anticipated, and the demon that he invoked annihilated both his armies and his enemies.
Specimen_EC_99| No Name| 200| 20| EC| 1130| 60| 312| 468| 312| 468| 42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_99x[A-F][A-F]_*+EC_99x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_ED_99| Ctopy| 280| 0| ED| 4497| 60| 1034| 1577| 525:AOE| 788:AOE| 42| 1:1:e;2:5:d;2p:15:d;1p:10:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 25| 45| n;n;s| Ocular Tension| Tentacle Strike| ???
Specimen_EE_99| Irreality Animus| 150| 0| EE| 4578| 60| 1109| 1663| 554:AOE| 831:AOE| 42| 1:1:e;2:5:e;1p:10:e;2p:15:e| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus| 20| 30| n;n;s| Antishards| Reality Shatter| When you combine Antimatter with normal matter, do you know what it makes? Nothing! Absolutely nothing! Both are disintegrated into nothingness… And that’s what makes this mutant so dangerous. \nIt comes from a region of the universe, where reality started to reverse itself: good people becoming evil, darkness becoming light… But someone thought it was a good idea to harness that reality-reversing effect, and turn it into a weapon to attack Earth. Will you manage to save the planet, or will you be consumed by the Antimatter?
Specimen_EF_99| Singularity Wizard| 250| 0| EF| 4101| 120| 752:AOE| 1128:AOE| 1370| 2000| 42| 1:1:e;2:5:f;2p:15:f;1p:10:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 24| 33| n;n;s| Supermassive Pulsar| Singularity Break| Prof. ... - Experiment Log\n\nJanuary 15 - ... particle accelerator ... first tests ... evolution ... Mutant ...\n\nMarch 12 - ... setback. ... Galactic DNA ... combine ...\n\nJune 2 - ... reactions ... evolution ... humanity ...\n\nAugust 7 - ...  happy ... Singularity Wizard ... out of my control ... Let's go back to work on the experiments.
Specimen_FA_99| Archangel| 260| 0| FA| 4076| 60| 1241| 1862| 1241| 1862| 42| 1:1:f;2:5:a;2p:15:a;1p:10:f| CAPTAINPEACE| | 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Angel Feathers| Divine Laser| Although Eva ended her career as Psy Captain, she has always kept an eye on the arena. Concerned that Urban's evolution would bring nothing good, she decided to design her own personal mutant. Woe to those who would do harm to Eva and her friends, the Archangel will let no-one threaten her mistress!
Specimen_FB_99| No Name| 200| 20| FB| 1130| 60| 312| 468| 312| 468| 42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_99x[A-F][A-F]_*+FB_99x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_FC_99| Nimrod| 250| 20| FC| 3000| 60| 864| 1296| 864| 1296| 42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_99x[A-F][A-F]_*+FC_99x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -24| -35| n;n;s| King of Kings| Hammer of Destruction| Escaped from another dimension, Nimrod is a powerful mutant which was once a king and the builder of a powerful empire. Death means nothing for Nimrod and nothing will stop him in his quest to restore his former empire.\n \n- Free mutant obtained by defeating Nimrod in Celsius Heroes -
Specimen_FD_99| No Name| 200| 20| FD| 1130| 60| 312| 468| 312| 468| 42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_99x[A-F][A-F]_*+FD_99x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_FE_99| Engineer| 260| 20| FE| 2012| 60| 718| 1077| 718| 1077| 42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_99x[A-F][A-F]_*+FE_99x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| Xenomorphs| Triincal| Engineers are strange creatures. They probably created human kind millions of years ago, but they also created the Xenomorphs, one of Humanity's worst enemies. Some say they are Gods. However they can be seen fighting regular Mutants.
Specimen_FF_99| Emotional Maskerade| 295| 0| FF| 5330| 60| 1441| 2631| 1032:AOE| 1811:AOE| 84| 1:1:f;2:5:f;1p:10:f;2p:15:f| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus| -24| -37| n;n;s| Emotional Surge| Masksplosion| In all circumstances, everyone wears a mask. The mask of their own existence and their own reality. When the mask becomes reality, we become actors in our own existence. And when the masks all come to life together, reality is turned upside down. The true origin of this mutant is unknown
Specimen_A_99| No Name| 300| 20| A| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_B_99| No Name| 300| 20| B| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_C_99| No Name| 300| 20| C| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_D_99| No Name| 300| 20| D| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_E_99| No Name| 300| 20| E| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_F_99| No Name| 300| 20| F| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_AA_98| No Name| 200| 20| AA| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_98x[A-F][A-F]_*+AA_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_AB_98| No Name| 200| 20| AB| 1130| 60| 312| 468| 312| 468| 42| 1:1:a;2:5:b;2p:15:b;1p:10:a| LEGEND| AB_98x[A-F][A-F]_*+AB_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_AC_98| No Name| 200| 20| AC| 1130| 60| 312| 468| 312| 468| 42| 1:1:a;2:5:c;2p:15:c;1p:10:a| LEGEND| AC_98x[A-F][A-F]_*+AC_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_AD_98| No Name| 200| 20| AD| 1130| 60| 312| 468| 312| 468| 42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_98x[A-F][A-F]_*+AD_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_AE_98| No Name| 200| 20| AE| 1130| 60| 312| 468| 312| 468| 42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| AE_98x[A-F][A-F]_*+AE_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_AF_98| No Name| 200| 20| AF| 1130| 60| 312| 468| 312| 468| 42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_98x[A-F][A-F]_*+AF_98x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_BA_98| No Name| 200| 20| BA| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_98x[A-F][A-F]_*+BA_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BB_98| No Name| 200| 20| BB| 1130| 60| 312| 468| 156:AOE| 234:AOE| 42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_98x[A-F][A-F]_*+BB_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BC_98| No Name| 200| 20| BC| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_98x[A-F][A-F]_*+BC_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BD_98| No Name| 200| 20| BD| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_98x[A-F][A-F]_*+BD_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BE_98| No Name| 200| 20| BE| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_98x[A-F][A-F]_*+BE_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_BF_98| No Name| 200| 20| BF| 1130| 60| 312| 468| 312| 468| 42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_98x[A-F][A-F]_*+BF_98x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_CA_98| No Name| 200| 20| CA| 1130| 60| 312| 468| 312| 468| 42| 1:1:c;2:5:a;2p:15:a;1p:10:c| LEGEND| CA_98x[A-F][A-F]_*+CA_98x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
